date,machine_id,shift,product_type,units_produced,defective_units,downtime_minutes,production_time_minutes,operator_id,factory_location
02-09-25,MCH003,Evening,Shaft,682,15,50,450,OP110,Pune
02-09-25,MCH003,Night,Gear,400,15,34,500,OP117,Aurangabad
02-09-25,MCH004,Morning,Gear,485,18,12,480,OP114,Pune
02-09-25,MCH004,Evening,Bolt,473,6,48,450,OP103,Nashik
02-09-25,MCH004,Night,Bearing,688,5,45,500,OP119,Nashik
02-09-25,MCH005,Morning,Nut,640,7,56,480,OP112,Pune
02-09-25,MCH005,Evening,Bolt,418,24,57,450,OP108,Nashik
02-09-25,MCH005,Night,Nut,550,5,53,500,OP113,Mumbai
03-09-25,MCH001,Morning,Bolt,517,7,32,480,OP104,Mumbai
03-09-25,MCH001,Evening,Bolt,658,6,13,450,OP117,Mumbai
03-09-25,MCH001,Night,Bearing,514,7,35,500,OP117,Nagpur
03-09-25,MCH002,Morning,Nut,431,16,7,480,OP105,Nagpur
03-09-25,MCH002,Evening,Gear,547,10,24,450,OP113,Pune
03-09-25,MCH002,Night,Nut,507,5,24,500,OP107,Aurangabad
03-09-25,MCH003,Morning,Nut,671,5,39,480,OP111,Mumbai
03-09-25,MCH003,Evening,Nut,625,13,7,450,OP119,Pune
03-09-25,MCH003,Night,Gear,404,9,6,500,OP114,Nagpur
03-09-25,MCH004,Morning,Shaft,500,11,15,480,OP109,Nagpur
03-09-25,MCH004,Evening,Gear,519,9,35,450,OP115,Mumbai
03-09-25,MCH004,Night,Bolt,554,22,9,500,OP116,Nagpur
03-09-25,MCH005,Morning,Gear,565,20,41,480,OP115,Pune
03-09-25,MCH005,Evening,Bearing,421,6,23,450,OP116,Mumbai
03-09-25,MCH005,Night,Bolt,602,5,13,500,OP105,Nashik
04-09-25,MCH001,Morning,Bearing,430,16,45,480,OP114,Mumbai
04-09-25,MCH001,Evening,Shaft,419,7,46,450,OP106,Mumbai
04-09-25,MCH001,Night,Nut,537,12,17,500,OP101,Pune
04-09-25,MCH002,Morning,Nut,429,5,57,480,OP111,Nashik
04-09-25,MCH002,Evening,Gear,444,21,56,450,OP109,Pune
04-09-25,MCH002,Night,Bearing,417,12,50,500,OP110,Pune
04-09-25,MCH003,Morning,Bearing,600,23,9,480,OP114,Nashik
04-09-25,MCH003,Evening,Shaft,437,14,20,450,OP104,Nashik
04-09-25,MCH003,Night,Bearing,646,14,46,500,OP111,Nashik
04-09-25,MCH004,Morning,Bolt,563,16,43,480,OP111,Mumbai
04-09-25,MCH004,Evening,Bolt,695,19,52,450,OP117,Mumbai
04-09-25,MCH004,Night,Nut,493,21,37,500,OP113,Nagpur
04-09-25,MCH005,Morning,Bolt,594,17,23,480,OP111,Pune
04-09-25,MCH005,Evening,Shaft,666,7,6,450,OP113,Nagpur
04-09-25,MCH005,Night,Nut,608,6,54,500,OP114,Aurangabad
05-09-25,MCH001,Morning,Bearing,546,16,13,480,OP108,Nashik
05-09-25,MCH001,Evening,Bolt,532,18,37,450,OP102,Nagpur
05-09-25,MCH001,Night,Nut,595,24,37,500,OP105,Mumbai
05-09-25,MCH002,Morning,Shaft,435,21,30,480,OP104,Pune
05-09-25,MCH002,Evening,Gear,591,7,50,450,OP118,Pune
05-09-25,MCH002,Night,Gear,694,15,29,500,OP117,Nashik
05-09-25,MCH003,Morning,Bearing,679,12,44,480,OP100,Mumbai
05-09-25,MCH003,Evening,Shaft,537,12,57,450,OP101,Mumbai
05-09-25,MCH003,Night,Bolt,484,23,35,500,OP108,Pune
05-09-25,MCH004,Morning,Bearing,488,14,34,480,OP103,Aurangabad
05-09-25,MCH004,Evening,Nut,685,5,47,450,OP101,Aurangabad
05-09-25,MCH004,Night,Bolt,488,17,5,500,OP101,Aurangabad
05-09-25,MCH005,Morning,Bearing,417,13,57,480,OP110,Pune
05-09-25,MCH005,Evening,Gear,455,5,38,450,OP102,Mumbai
05-09-25,MCH005,Night,Bearing,625,12,49,500,OP113,Aurangabad
06-09-25,MCH001,Morning,Shaft,600,23,24,480,OP106,Mumbai
06-09-25,MCH001,Evening,Shaft,583,7,23,450,OP116,Nashik
06-09-25,MCH001,Night,Bolt,438,24,27,500,OP115,Pune
06-09-25,MCH002,Morning,Shaft,550,14,51,480,OP109,Nagpur
06-09-25,MCH002,Evening,Gear,524,12,42,450,OP105,Mumbai
06-09-25,MCH002,Night,Bearing,690,11,48,500,OP109,Pune
06-09-25,MCH003,Morning,Bolt,697,13,31,480,OP110,Nashik
06-09-25,MCH003,Evening,Bearing,619,22,40,450,OP101,Aurangabad
06-09-25,MCH003,Night,Nut,683,19,34,500,OP112,Pune
06-09-25,MCH004,Morning,Shaft,458,19,19,480,OP113,Nagpur
06-09-25,MCH004,Evening,Nut,458,12,40,450,OP105,Nagpur
06-09-25,MCH004,Night,Nut,615,11,48,500,OP103,Aurangabad
06-09-25,MCH005,Morning,Bearing,494,5,54,480,OP118,Mumbai
06-09-25,MCH005,Evening,Nut,488,9,17,450,OP105,Nashik
06-09-25,MCH005,Night,Nut,645,5,26,500,OP117,Nashik
07-09-25,MCH001,Morning,Bolt,575,14,41,480,OP117,Nashik
07-09-25,MCH001,Evening,Bolt,664,19,58,450,OP118,Nagpur
07-09-25,MCH001,Night,Bolt,469,8,48,500,OP104,Mumbai
07-09-25,MCH002,Morning,Shaft,455,12,37,480,OP119,Aurangabad
07-09-25,MCH002,Evening,Bearing,644,5,25,450,OP106,Nagpur
07-09-25,MCH002,Night,Bearing,608,14,14,500,OP101,Pune
07-09-25,MCH003,Morning,Bolt,557,22,39,480,OP106,Aurangabad
07-09-25,MCH003,Evening,Bolt,594,8,15,450,OP116,Mumbai
07-09-25,MCH003,Night,Gear,654,12,18,500,OP115,Nashik
07-09-25,MCH004,Morning,Bolt,575,14,36,480,OP114,Mumbai
07-09-25,MCH004,Evening,Bearing,427,8,17,450,OP111,Nagpur
07-09-25,MCH004,Night,Nut,693,18,39,500,OP107,Nagpur
07-09-25,MCH005,Morning,Shaft,401,14,34,480,OP102,Pune
07-09-25,MCH005,Evening,Bolt,608,10,34,450,OP108,Aurangabad
07-09-25,MCH005,Night,Bolt,641,14,38,500,OP116,Pune
08-09-25,MCH001,Morning,Nut,503,17,15,480,OP107,Pune
08-09-25,MCH001,Evening,Gear,689,22,54,450,OP108,Mumbai
08-09-25,MCH001,Night,Nut,529,9,53,500,OP101,Mumbai
08-09-25,MCH002,Morning,Gear,560,16,51,480,OP105,Pune
08-09-25,MCH002,Evening,Nut,622,21,47,450,OP114,Nagpur
08-09-25,MCH002,Night,Shaft,684,13,33,500,OP111,Aurangabad
08-09-25,MCH003,Morning,Nut,664,20,34,480,OP116,Nashik
08-09-25,MCH003,Evening,Shaft,567,11,42,450,OP104,Nashik
08-09-25,MCH003,Night,Bolt,455,24,21,500,OP115,Nagpur
08-09-25,MCH004,Morning,Bearing,545,18,38,480,OP111,Nagpur
08-09-25,MCH004,Evening,Gear,553,14,43,450,OP101,Mumbai
08-09-25,MCH004,Night,Bolt,512,20,38,500,OP110,Nashik
08-09-25,MCH005,Morning,Nut,591,21,19,480,OP108,Aurangabad
08-09-25,MCH005,Evening,Bolt,448,20,59,450,OP115,Nashik
08-09-25,MCH005,Night,Shaft,511,15,30,500,OP108,Nagpur
09-09-25,MCH001,Morning,Bolt,500,24,18,480,OP100,Pune
09-09-25,MCH001,Evening,Bolt,614,18,18,450,OP119,Mumbai
09-09-25,MCH001,Night,Bolt,549,10,17,500,OP109,Mumbai
09-09-25,MCH002,Morning,Bearing,692,17,21,480,OP104,Nagpur
09-09-25,MCH002,Evening,Bearing,547,11,19,450,OP114,Pune
09-09-25,MCH002,Night,Gear,593,22,36,500,OP114,Aurangabad
09-09-25,MCH003,Morning,Bearing,402,14,6,480,OP111,Aurangabad
09-09-25,MCH003,Evening,Shaft,624,19,13,450,OP105,Aurangabad
09-09-25,MCH003,Night,Bearing,646,10,17,500,OP103,Nashik
09-09-25,MCH004,Morning,Shaft,405,9,5,480,OP118,Mumbai
09-09-25,MCH004,Evening,Shaft,473,21,28,450,OP106,Nagpur
09-09-25,MCH004,Night,Nut,613,5,48,500,OP116,Nagpur
09-09-25,MCH005,Morning,Nut,482,24,21,480,OP103,Nashik
09-09-25,MCH005,Evening,Bearing,600,6,55,450,OP117,Aurangabad
09-09-25,MCH005,Night,Shaft,559,22,22,500,OP111,Nagpur
10-09-25,MCH001,Morning,Gear,548,5,59,480,OP115,Pune
10-09-25,MCH001,Evening,Bearing,420,7,59,450,OP119,Pune
10-09-25,MCH001,Night,Bearing,687,6,49,500,OP104,Aurangabad
10-09-25,MCH002,Morning,Bearing,608,10,21,480,OP101,Pune
10-09-25,MCH002,Evening,Gear,678,5,33,450,OP118,Nagpur
10-09-25,MCH002,Night,Shaft,692,5,30,500,OP109,Nagpur
10-09-25,MCH003,Morning,Shaft,645,7,32,480,OP111,Aurangabad
10-09-25,MCH003,Evening,Nut,662,20,24,450,OP102,Nashik
10-09-25,MCH003,Night,Bolt,601,6,26,500,OP115,Nashik
10-09-25,MCH004,Morning,Gear,698,5,38,480,OP119,Nashik
10-09-25,MCH004,Evening,Bolt,644,15,16,450,OP109,Mumbai
10-09-25,MCH004,Night,Bearing,607,5,42,500,OP116,Pune
10-09-25,MCH005,Morning,Nut,505,14,5,480,OP106,Pune
10-09-25,MCH005,Evening,Nut,442,24,6,450,OP100,Nashik
10-09-25,MCH005,Night,Nut,532,16,18,500,OP106,Pune
11-09-25,MCH001,Morning,Gear,697,5,29,480,OP105,Nashik
11-09-25,MCH001,Evening,Bearing,571,23,29,450,OP119,Aurangabad
11-09-25,MCH001,Night,Bolt,507,17,32,500,OP102,Mumbai
11-09-25,MCH002,Morning,Gear,647,13,37,480,OP115,Pune
11-09-25,MCH002,Evening,Gear,463,24,9,450,OP116,Nagpur
11-09-25,MCH002,Night,Bearing,673,8,51,500,OP113,Pune
11-09-25,MCH003,Morning,Nut,425,8,34,480,OP116,Pune
11-09-25,MCH003,Evening,Shaft,648,8,11,450,OP100,Nagpur
11-09-25,MCH003,Night,Shaft,440,18,37,500,OP108,Nashik
11-09-25,MCH004,Morning,Shaft,675,16,26,480,OP111,Aurangabad
11-09-25,MCH004,Evening,Bearing,454,18,6,450,OP101,Nashik
11-09-25,MCH004,Night,Gear,506,10,29,500,OP102,Aurangabad
11-09-25,MCH005,Morning,Bolt,424,7,5,480,OP101,Pune
11-09-25,MCH005,Evening,Bearing,663,11,25,450,OP102,Pune
11-09-25,MCH005,Night,Shaft,628,7,22,500,OP118,Aurangabad
12-09-25,MCH001,Morning,Gear,467,13,21,480,OP110,Nagpur
12-09-25,MCH001,Evening,Shaft,584,23,21,450,OP117,Nagpur
12-09-25,MCH001,Night,Shaft,576,22,25,500,OP119,Nashik
12-09-25,MCH002,Morning,Bolt,510,13,34,480,OP113,Aurangabad
12-09-25,MCH002,Evening,Nut,603,19,9,450,OP101,Mumbai
12-09-25,MCH002,Night,Bearing,594,9,38,500,OP108,Nashik
12-09-25,MCH003,Morning,Gear,512,24,51,480,OP112,Mumbai
12-09-25,MCH003,Evening,Nut,678,6,33,450,OP110,Nashik
12-09-25,MCH003,Night,Gear,557,7,14,500,OP101,Nashik
12-09-25,MCH004,Morning,Bearing,415,5,9,480,OP109,Aurangabad
12-09-25,MCH004,Evening,Nut,454,10,47,450,OP115,Nagpur
12-09-25,MCH004,Night,Bearing,507,22,30,500,OP112,Aurangabad
12-09-25,MCH005,Morning,Bolt,521,17,29,480,OP112,Nashik
12-09-25,MCH005,Evening,Shaft,668,15,52,450,OP113,Mumbai
12-09-25,MCH005,Night,Shaft,654,12,58,500,OP119,Aurangabad
13-09-25,MCH001,Morning,Bearing,575,18,46,480,OP101,Nashik
13-09-25,MCH001,Evening,Bolt,486,11,48,450,OP109,Pune
13-09-25,MCH001,Night,Gear,499,10,11,500,OP104,Nashik
13-09-25,MCH002,Morning,Shaft,529,18,31,480,OP115,Pune
13-09-25,MCH002,Evening,Gear,415,13,56,450,OP119,Nagpur
13-09-25,MCH002,Night,Bolt,563,11,36,500,OP104,Nashik
13-09-25,MCH003,Morning,Shaft,405,13,58,480,OP119,Nashik
13-09-25,MCH003,Evening,Shaft,674,11,14,450,OP104,Nagpur
13-09-25,MCH003,Night,Bearing,405,5,32,500,OP109,Nashik
13-09-25,MCH004,Morning,Gear,435,22,58,480,OP114,Pune
13-09-25,MCH004,Evening,Shaft,549,15,45,450,OP116,Mumbai
13-09-25,MCH004,Night,Gear,658,23,18,500,OP101,Nagpur
13-09-25,MCH005,Morning,Bolt,640,5,57,480,OP115,Mumbai
13-09-25,MCH005,Evening,Shaft,482,15,59,450,OP102,Nashik
13-09-25,MCH005,Night,Nut,542,24,45,500,OP114,Mumbai
14-09-25,MCH001,Morning,Bearing,557,10,9,480,OP105,Aurangabad
14-09-25,MCH001,Evening,Nut,531,18,50,450,OP110,Pune
14-09-25,MCH001,Night,Bearing,420,9,41,500,OP111,Nagpur
14-09-25,MCH002,Morning,Nut,540,15,57,480,OP100,Nashik
14-09-25,MCH002,Evening,Shaft,634,16,42,450,OP104,Nagpur
14-09-25,MCH002,Night,Bolt,598,18,5,500,OP111,Mumbai
14-09-25,MCH003,Morning,Bearing,643,11,14,480,OP118,Nagpur
14-09-25,MCH003,Evening,Gear,479,19,22,450,OP102,Pune
14-09-25,MCH003,Night,Bolt,688,23,42,500,OP110,Aurangabad
14-09-25,MCH004,Morning,Bolt,424,18,40,480,OP103,Pune
14-09-25,MCH004,Evening,Bolt,440,10,17,450,OP111,Mumbai
14-09-25,MCH004,Night,Nut,504,12,38,500,OP117,Pune
14-09-25,MCH005,Morning,Bearing,583,16,20,480,OP117,Pune
14-09-25,MCH005,Evening,Shaft,536,6,50,450,OP110,Nagpur
14-09-25,MCH005,Night,Bearing,642,17,53,500,OP100,Nashik
15-09-25,MCH001,Morning,Gear,476,23,39,480,OP102,Nashik
15-09-25,MCH001,Evening,Bolt,631,20,49,450,OP112,Aurangabad
15-09-25,MCH001,Night,Nut,471,6,19,500,OP113,Nagpur
15-09-25,MCH002,Morning,Nut,401,7,47,480,OP106,Nashik
15-09-25,MCH002,Evening,Bolt,662,10,52,450,OP110,Mumbai
15-09-25,MCH002,Night,Gear,640,6,46,500,OP109,Aurangabad
15-09-25,MCH003,Morning,Gear,661,15,9,480,OP109,Aurangabad
15-09-25,MCH003,Evening,Gear,502,23,51,450,OP101,Mumbai
15-09-25,MCH003,Night,Bolt,526,20,31,500,OP113,Nashik
15-09-25,MCH004,Morning,Gear,546,12,21,480,OP117,Aurangabad
15-09-25,MCH004,Evening,Shaft,466,23,46,450,OP102,Nagpur
15-09-25,MCH004,Night,Bolt,692,18,20,500,OP113,Nashik
15-09-25,MCH005,Morning,Nut,618,20,33,480,OP116,Nashik
15-09-25,MCH005,Evening,Gear,566,9,24,450,OP109,Nashik
15-09-25,MCH005,Night,Shaft,682,14,20,500,OP108,Nagpur
16-09-25,MCH001,Morning,Nut,626,11,19,480,OP105,Nagpur
16-09-25,MCH001,Evening,Shaft,412,9,51,450,OP106,Nagpur
16-09-25,MCH001,Night,Bolt,525,15,5,500,OP119,Pune
16-09-25,MCH002,Morning,Nut,439,17,11,480,OP102,Mumbai
16-09-25,MCH002,Evening,Gear,556,22,52,450,OP106,Pune
16-09-25,MCH002,Night,Shaft,592,21,36,500,OP108,Aurangabad
16-09-25,MCH003,Morning,Shaft,643,7,32,480,OP104,Aurangabad
16-09-25,MCH003,Evening,Shaft,608,16,30,450,OP116,Nashik
16-09-25,MCH003,Night,Gear,407,22,6,500,OP108,Mumbai
16-09-25,MCH004,Morning,Gear,421,5,57,480,OP117,Nashik
16-09-25,MCH004,Evening,Nut,422,19,6,450,OP109,Mumbai
16-09-25,MCH004,Night,Gear,418,21,14,500,OP105,Nashik
16-09-25,MCH005,Morning,Nut,543,24,11,480,OP102,Pune
16-09-25,MCH005,Evening,Bolt,542,16,52,450,OP118,Aurangabad
16-09-25,MCH005,Night,Nut,646,10,26,500,OP110,Mumbai
17-09-25,MCH001,Morning,Nut,567,13,59,480,OP101,Nashik
17-09-25,MCH001,Evening,Nut,693,6,27,450,OP107,Nashik
17-09-25,MCH001,Night,Bearing,506,7,36,500,OP111,Pune
17-09-25,MCH002,Morning,Bearing,525,22,28,480,OP103,Pune
17-09-25,MCH002,Evening,Gear,402,21,49,450,OP116,Mumbai
17-09-25,MCH002,Night,Gear,674,9,44,500,OP101,Pune
17-09-25,MCH003,Morning,Bearing,502,20,48,480,OP104,Nagpur
17-09-25,MCH003,Evening,Bolt,456,21,51,450,OP109,Nagpur
17-09-25,MCH003,Night,Nut,593,17,31,500,OP113,Nagpur
17-09-25,MCH004,Morning,Nut,699,16,47,480,OP101,Nagpur
17-09-25,MCH004,Evening,Bolt,412,22,59,450,OP116,Pune
17-09-25,MCH004,Night,Nut,512,22,30,500,OP114,Aurangabad
17-09-25,MCH005,Morning,Bolt,467,9,19,480,OP101,Nashik
17-09-25,MCH005,Evening,Nut,626,15,6,450,OP119,Aurangabad
17-09-25,MCH005,Night,Bearing,495,6,59,500,OP117,Nagpur
18-09-25,MCH001,Morning,Bearing,437,6,16,480,OP111,Pune
18-09-25,MCH001,Evening,Nut,431,15,13,450,OP107,Aurangabad
18-09-25,MCH001,Night,Bearing,481,15,41,500,OP103,Nagpur
18-09-25,MCH002,Morning,Gear,687,11,53,480,OP117,Pune
18-09-25,MCH002,Evening,Bolt,578,15,42,450,OP103,Nagpur
18-09-25,MCH002,Night,Bolt,657,17,23,500,OP115,Mumbai
18-09-25,MCH003,Morning,Gear,559,5,53,480,OP117,Nashik
18-09-25,MCH003,Evening,Bearing,647,15,32,450,OP115,Pune
18-09-25,MCH003,Night,Bolt,411,18,8,500,OP103,Mumbai
18-09-25,MCH004,Morning,Gear,430,22,7,480,OP101,Nagpur
18-09-25,MCH004,Evening,Bolt,694,24,35,450,OP103,Nashik
18-09-25,MCH004,Night,Bolt,629,16,20,500,OP107,Nagpur
18-09-25,MCH005,Morning,Gear,413,22,58,480,OP107,Aurangabad
18-09-25,MCH005,Evening,Bearing,512,24,34,450,OP105,Nashik
18-09-25,MCH005,Night,Shaft,433,13,29,500,OP106,Aurangabad
19-09-25,MCH001,Morning,Shaft,506,12,30,480,OP109,Pune
19-09-25,MCH001,Evening,Bolt,576,5,31,450,OP103,Pune
19-09-25,MCH001,Night,Shaft,434,10,42,500,OP109,Pune
19-09-25,MCH002,Morning,Nut,456,8,58,480,OP109,Pune
19-09-25,MCH002,Evening,Gear,485,21,16,450,OP111,Nagpur
19-09-25,MCH002,Night,Gear,425,18,44,500,OP113,Nashik
19-09-25,MCH003,Morning,Nut,624,12,17,480,OP116,Mumbai
19-09-25,MCH003,Evening,Gear,588,20,34,450,OP102,Nashik
19-09-25,MCH003,Night,Shaft,487,12,52,500,OP114,Nagpur
19-09-25,MCH004,Morning,Bolt,500,14,44,480,OP112,Mumbai
19-09-25,MCH004,Evening,Bolt,408,21,8,450,OP117,Mumbai
19-09-25,MCH004,Night,Shaft,489,15,12,500,OP102,Mumbai
19-09-25,MCH005,Morning,Shaft,593,16,41,480,OP103,Nagpur
19-09-25,MCH005,Evening,Nut,534,15,48,450,OP104,Aurangabad
19-09-25,MCH005,Night,Nut,554,10,38,500,OP108,Mumbai
20-09-25,MCH001,Morning,Shaft,639,5,24,480,OP103,Nagpur
20-09-25,MCH001,Evening,Nut,626,23,16,450,OP118,Nashik
20-09-25,MCH001,Night,Shaft,419,13,24,500,OP104,Pune
20-09-25,MCH002,Morning,Bearing,616,17,36,480,OP107,Aurangabad
20-09-25,MCH002,Evening,Gear,682,22,27,450,OP108,Mumbai
20-09-25,MCH002,Night,Bearing,406,9,25,500,OP105,Mumbai
20-09-25,MCH003,Morning,Gear,505,7,37,480,OP105,Pune
20-09-25,MCH003,Evening,Bolt,650,20,29,450,OP109,Nagpur
20-09-25,MCH003,Night,Shaft,654,23,11,500,OP117,Mumbai
20-09-25,MCH004,Morning,Shaft,533,9,42,480,OP105,Pune
20-09-25,MCH004,Evening,Shaft,602,21,45,450,OP115,Nashik
20-09-25,MCH004,Night,Bearing,476,13,16,500,OP104,Nashik
20-09-25,MCH005,Morning,Bolt,694,11,23,480,OP107,Pune
20-09-25,MCH005,Evening,Bearing,693,24,56,450,OP118,Aurangabad
20-09-25,MCH005,Night,Nut,412,21,58,500,OP117,Nashik
21-09-25,MCH001,Morning,Bolt,693,11,37,480,OP107,Aurangabad
21-09-25,MCH001,Evening,Gear,468,9,50,450,OP106,Nagpur
21-09-25,MCH001,Night,Bolt,474,11,5,500,OP114,Mumbai
21-09-25,MCH002,Morning,Nut,664,17,49,480,OP105,Mumbai
21-09-25,MCH002,Evening,Bolt,575,16,27,450,OP117,Mumbai
21-09-25,MCH002,Night,Bearing,666,9,49,500,OP109,Aurangabad
21-09-25,MCH003,Morning,Bolt,488,7,9,480,OP114,Mumbai
21-09-25,MCH003,Evening,Shaft,411,9,45,450,OP103,Nagpur
21-09-25,MCH003,Night,Shaft,555,11,52,500,OP112,Mumbai
21-09-25,MCH004,Morning,Gear,536,19,35,480,OP103,Pune
21-09-25,MCH004,Evening,Gear,670,5,35,450,OP101,Nashik
21-09-25,MCH004,Night,Bearing,400,23,13,500,OP101,Pune
21-09-25,MCH005,Morning,Bolt,592,18,16,480,OP109,Pune
21-09-25,MCH005,Evening,Bearing,464,15,35,450,OP110,Nashik
21-09-25,MCH005,Night,Bearing,595,10,54,500,OP106,Aurangabad
22-09-25,MCH001,Morning,Bearing,619,12,24,480,OP110,Nashik
22-09-25,MCH001,Evening,Bearing,506,8,45,450,OP104,Aurangabad
22-09-25,MCH001,Night,Bolt,531,11,38,500,OP119,Aurangabad
22-09-25,MCH002,Morning,Gear,548,13,23,480,OP119,Aurangabad
22-09-25,MCH002,Evening,Shaft,689,20,42,450,OP118,Pune
22-09-25,MCH002,Night,Bearing,518,8,44,500,OP117,Nagpur
22-09-25,MCH003,Morning,Bearing,481,22,53,480,OP115,Nagpur
22-09-25,MCH003,Evening,Bolt,544,9,47,450,OP114,Nashik
22-09-25,MCH003,Night,Gear,426,18,59,500,OP119,Aurangabad
22-09-25,MCH004,Morning,Nut,603,6,31,480,OP117,Pune
22-09-25,MCH004,Evening,Shaft,428,5,40,450,OP116,Pune
22-09-25,MCH004,Night,Shaft,521,15,57,500,OP116,Aurangabad
22-09-25,MCH005,Morning,Bearing,629,8,49,480,OP110,Pune
22-09-25,MCH005,Evening,Bolt,594,7,47,450,OP108,Mumbai
22-09-25,MCH005,Night,Bearing,693,10,5,500,OP100,Mumbai
23-09-25,MCH001,Morning,Shaft,581,23,39,480,OP105,Aurangabad
23-09-25,MCH001,Evening,Nut,644,17,7,450,OP117,Nagpur
23-09-25,MCH001,Night,Shaft,677,17,33,500,OP113,Nagpur
23-09-25,MCH002,Morning,Gear,496,11,24,480,OP106,Nagpur
23-09-25,MCH002,Evening,Gear,604,19,7,450,OP116,Nashik
23-09-25,MCH002,Night,Bearing,547,8,45,500,OP100,Mumbai
23-09-25,MCH003,Morning,Bolt,447,10,26,480,OP115,Aurangabad
23-09-25,MCH003,Evening,Bearing,523,12,15,450,OP104,Aurangabad
23-09-25,MCH003,Night,Nut,634,11,11,500,OP111,Pune
23-09-25,MCH004,Morning,Shaft,519,23,57,480,OP103,Nashik
23-09-25,MCH004,Evening,Bearing,585,23,47,450,OP108,Nashik
23-09-25,MCH004,Night,Bearing,564,15,29,500,OP102,Nagpur
23-09-25,MCH005,Morning,Shaft,541,17,38,480,OP101,Aurangabad
23-09-25,MCH005,Evening,Bearing,597,23,46,450,OP107,Mumbai
23-09-25,MCH005,Night,Nut,588,12,6,500,OP119,Aurangabad
24-09-25,MCH001,Morning,Gear,679,13,56,480,OP105,Nagpur
24-09-25,MCH001,Evening,Bolt,445,18,54,450,OP106,Aurangabad
24-09-25,MCH001,Night,Bolt,450,20,55,500,OP109,Aurangabad
24-09-25,MCH002,Morning,Shaft,520,24,38,480,OP108,Aurangabad
24-09-25,MCH002,Evening,Gear,650,10,10,450,OP101,Nagpur
24-09-25,MCH002,Night,Gear,625,18,14,500,OP114,Aurangabad
24-09-25,MCH003,Morning,Nut,644,21,41,480,OP111,Pune
24-09-25,MCH003,Evening,Gear,665,6,49,450,OP112,Aurangabad
24-09-25,MCH003,Night,Shaft,624,14,56,500,OP104,Nashik
24-09-25,MCH004,Morning,Nut,449,24,40,480,OP100,Nashik
24-09-25,MCH004,Evening,Shaft,428,16,49,450,OP119,Aurangabad
24-09-25,MCH004,Night,Gear,441,19,39,500,OP114,Nagpur
24-09-25,MCH005,Morning,Shaft,447,6,37,480,OP103,Pune
24-09-25,MCH005,Evening,Nut,438,9,59,450,OP103,Aurangabad
24-09-25,MCH005,Night,Nut,535,24,59,500,OP108,Nagpur
25-09-25,MCH001,Morning,Gear,547,17,8,480,OP106,Pune
25-09-25,MCH001,Evening,Shaft,620,9,14,450,OP110,Nagpur
25-09-25,MCH001,Night,Shaft,455,8,55,500,OP115,Pune
25-09-25,MCH002,Morning,Bearing,462,21,30,480,OP101,Aurangabad
25-09-25,MCH002,Evening,Shaft,592,12,15,450,OP119,Pune
25-09-25,MCH002,Night,Nut,625,11,21,500,OP102,Nashik
25-09-25,MCH003,Morning,Nut,631,15,32,480,OP115,Nashik
25-09-25,MCH003,Evening,Bolt,518,6,36,450,OP111,Nashik
25-09-25,MCH003,Night,Nut,658,14,33,500,OP104,Nagpur
25-09-25,MCH004,Morning,Gear,552,10,56,480,OP102,Nagpur
25-09-25,MCH004,Evening,Gear,587,11,59,450,OP106,Mumbai
25-09-25,MCH004,Night,Shaft,663,22,37,500,OP109,Nagpur
25-09-25,MCH005,Morning,Nut,612,5,27,480,OP100,Aurangabad
25-09-25,MCH005,Evening,Nut,567,9,39,450,OP117,Nagpur
25-09-25,MCH005,Night,Shaft,459,8,42,500,OP117,Nagpur
26-09-25,MCH001,Morning,Shaft,590,14,17,480,OP119,Nashik
26-09-25,MCH001,Evening,Shaft,567,10,6,450,OP107,Pune
26-09-25,MCH001,Night,Shaft,507,15,53,500,OP115,Aurangabad
26-09-25,MCH002,Morning,Gear,562,23,8,480,OP118,Aurangabad
26-09-25,MCH002,Evening,Nut,640,8,53,450,OP102,Aurangabad
26-09-25,MCH002,Night,Bolt,568,10,55,500,OP106,Aurangabad
26-09-25,MCH003,Morning,Nut,582,6,43,480,OP106,Nagpur
26-09-25,MCH003,Evening,Gear,408,21,25,450,OP110,Nashik
26-09-25,MCH003,Night,Shaft,511,21,10,500,OP110,Nagpur
26-09-25,MCH004,Morning,Gear,561,24,49,480,OP112,Mumbai
26-09-25,MCH004,Evening,Shaft,573,18,40,450,OP113,Nashik
26-09-25,MCH004,Night,Bolt,432,18,44,500,OP105,Nagpur
26-09-25,MCH005,Morning,Shaft,613,11,57,480,OP118,Pune
26-09-25,MCH005,Evening,Bearing,645,13,54,450,OP116,Aurangabad
26-09-25,MCH005,Night,Nut,553,11,44,500,OP115,Pune
27-09-25,MCH001,Morning,Gear,469,5,12,480,OP111,Aurangabad
27-09-25,MCH001,Evening,Nut,577,12,10,450,OP112,Aurangabad
27-09-25,MCH001,Night,Gear,405,9,55,500,OP109,Nagpur
27-09-25,MCH002,Morning,Gear,630,21,27,480,OP116,Pune
27-09-25,MCH002,Evening,Gear,593,14,23,450,OP107,Nashik
27-09-25,MCH002,Night,Shaft,411,22,6,500,OP114,Pune
27-09-25,MCH003,Morning,Bolt,549,21,18,480,OP108,Mumbai
27-09-25,MCH003,Evening,Shaft,594,6,49,450,OP112,Aurangabad
27-09-25,MCH003,Night,Gear,696,9,25,500,OP106,Nagpur
27-09-25,MCH004,Morning,Nut,400,13,6,480,OP102,Nagpur
